FIPS,State,County,Food,Medical,Housing,Transportation,Civic,Other,Required annual income after taxes,Annual taxes,Required annual income before taxes
29079,Missouri,Grundy County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29081,Missouri,Harrison County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29083,Missouri,Henry County,7394,8371,8388,11753,3838,5070,44815,11450,56264
29085,Missouri,Hickory County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29087,Missouri,Holt County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29089,Missouri,Howard County,7394,8371,8316,11753,3838,5070,44743,11432,56174
29091,Missouri,Howell County,7394,8371,7704,11753,3838,5070,44131,11279,55410
29093,Missouri,Iron County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29095,Missouri,Jackson County,7394,8371,11736,11753,3838,5070,48163,12284,60447
29097,Missouri,Jasper County,7394,8371,8676,11753,3838,5070,45103,11522,56624
29099,Missouri,"Jefferson City, MO",7394,8371,8179,11753,3838,5070,44606,11117,55723
29099,Missouri,Jefferson County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29101,Missouri,Johnson County,7394,8371,8436,11753,3838,5070,44863,11462,56324
29103,Missouri,Knox County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29105,Missouri,Laclede County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29107,Missouri,Lafayette County,7394,8371,11736,11753,3838,5070,48163,12284,60447
29109,Missouri,Lawrence County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29111,Missouri,Lewis County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29113,Missouri,Lincoln County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29115,Missouri,Linn County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29117,Missouri,Livingston County,7394,8371,7896,11753,3838,5070,44323,11327,55650
29119,Missouri,McDonald County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29121,Missouri,Macon County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29123,Missouri,Madison County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29127,Missouri,Madison County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29125,Missouri,Maries County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29127,Missouri,Maries County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29129,Missouri,Mercer County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29131,Missouri,Miller County,7394,8371,8220,11753,3838,5070,44647,11408,56055
29133,Missouri,Mississippi County,7394,8371,7812,11753,3838,5070,44239,11306,55545
29135,Missouri,Moniteau County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29137,Missouri,Monroe County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29139,Missouri,Montgomery County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29141,Missouri,Morgan County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29143,Missouri,New Madrid County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29147,Missouri,Nodaway County,7394,8371,7992,11753,3838,5070,44419,11351,55770
29149,Missouri,Oregon County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29151,Missouri,Osage County,7394,8371,8040,11753,3838,5070,44467,11363,55830
29153,Missouri,Ozark County,7394,8371,7692,11753,3838,5070,44119,11276,55395
29155,Missouri,Pemiscot County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29157,Missouri,Perry County,7394,8371,7764,11753,3838,5070,44191,11294,55485
29159,Missouri,Pettis County,7394,8371,8352,11753,3838,5070,44779,11441,56219
29161,Missouri,Phelps County,7394,8371,8616,11753,3838,5070,45043,11507,56549
29163,Missouri,Pike County,7394,8371,8028,11753,3838,5070,44455,11360,55815
29165,Missouri,Platte County,7394,8371,11736,11753,3838,5070,48163,12284,60447
29167,Missouri,Polk County,7394,8371,8220,11753,3838,5070,44647,11408,56055
29169,Missouri,Pulaski County,7394,8371,8928,11753,3838,5070,45355,11584,56939
29171,Missouri,Putnam County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29173,Missouri,Ralls County,7394,8371,8628,11753,3838,5070,45055,11510,56564
29175,Missouri,Randolph County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29177,Missouri,Ray County,7394,8371,11736,11753,3838,5070,48163,12284,60447
29179,Missouri,Reynolds County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29181,Missouri,Ripley County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29183,Missouri,St. Charles County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29185,Missouri,St. Clair County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29186,Missouri,Ste. Genevieve County,7394,8371,7908,11753,3838,5070,44335,11330,55665
29187,Missouri,St. Francois County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29189,Missouri,St. Louis city,7394,8371,10860,11753,3838,5070,47287,12066,59352
29510,Missouri,St. Louis city,7394,8371,10860,11753,3838,5070,47287,12066,59352
29189,Missouri,St. Louis County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29510,Missouri,St. Louis County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29189,Missouri,"St. Louis, MO",7394,8371,10807,11753,3838,5070,47234,11772,59005
29510,Missouri,"St. Louis, MO",7394,8371,10807,11753,3838,5070,47234,11772,59005
29195,Missouri,Saline County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29197,Missouri,Schuyler County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29199,Missouri,Scotland County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29201,Missouri,Scott County,7394,8371,7836,11753,3838,5070,44263,11312,55575
29203,Missouri,Shannon County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29205,Missouri,Shelby County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29207,Missouri,Stoddard County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29209,Missouri,Stone County,7394,8371,8220,11753,3838,5070,44647,11408,56055
29211,Missouri,Sullivan County,7394,8371,8136,11753,3838,5070,44563,11387,55950
29211,Missouri,Sullivan part,7394,8371,10860,11753,3838,5070,47287,12066,59352
29213,Missouri,Taney County,7394,8371,8592,11753,3838,5070,45019,11501,56519
29215,Missouri,Texas County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29217,Missouri,Vernon County,7394,8371,7968,11753,3838,5070,44395,11345,55740
29219,Missouri,Warren County,7394,8371,10860,11753,3838,5070,47287,12066,59352
29221,Missouri,Washington County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29223,Missouri,Wayne County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29225,Missouri,Webster County,7394,8371,8952,11753,3838,5070,45379,11590,56969
29227,Missouri,Worth County,7394,8371,7608,11753,3838,5070,44035,11255,55290
29229,Missouri,Wright County,7394,8371,7608,11753,3838,5070,44035,11255,55290
30001,Montana,Beaverhead County,8639,6717,9000,11186,3554,4996,44093,12302,56396
30003,Montana,Big Horn County,8639,6717,10404,11186,3554,4996,45497,12672,58169
30005,Montana,Blaine County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30007,Montana,Broadwater County,8639,6717,10200,11186,3554,4996,45293,12619,57912
30009,Montana,Carbon County,8639,6717,10668,11186,3554,4996,45761,12742,58503
30011,Montana,Carter County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30017,Montana,Carter County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30011,Montana,Custer County,8639,6717,9552,11186,3554,4996,44645,12448,57093
30017,Montana,Custer County,8639,6717,9552,11186,3554,4996,44645,12448,57093
30013,Montana,Cascade County,8639,6717,8988,11186,3554,4996,44081,12299,56380
30015,Montana,Chouteau County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30019,Montana,Daniels County,8639,6717,9552,11186,3554,4996,44645,12448,57093
30021,Montana,Dawson County,8639,6717,10728,11186,3554,4996,45821,12758,58579
30023,Montana,Deer Lodge County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30025,Montana,Fallon County,8639,6717,9576,11186,3554,4996,44669,12454,57123
30027,Montana,Fergus County,8639,6717,10296,11186,3554,4996,45389,12644,58033
30029,Montana,Flathead County,8639,6717,11148,11186,3554,4996,46241,12868,59109
30031,Montana,Gallatin County,8639,6717,11892,11186,3554,4996,46985,13064,60049
30033,Montana,Garfield County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30035,Montana,Glacier County,8639,6717,8976,11186,3554,4996,44069,12296,56365
30037,Montana,Golden Valley County,8639,6717,9096,11186,3554,4996,44189,12328,56517
30039,Montana,Granite County,8639,6717,8808,11186,3554,4996,43901,12252,56153
30041,Montana,Hill County,8639,6717,9180,11186,3554,4996,44273,12350,56623
30043,Montana,Jefferson County,8639,6717,10980,11186,3554,4996,46073,12824,58897
30045,Montana,Judith Basin County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30047,Montana,Lake County,8639,6717,10068,11186,3554,4996,45161,12584,57745
30049,Montana,Lewis and Clark County,8639,6717,11916,11186,3554,4996,47009,13071,60080
30051,Montana,Liberty County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30053,Montana,Lincoln County,8639,6717,8952,11186,3554,4996,44045,12290,56335
30055,Montana,McCone County,8639,6717,8916,11186,3554,4996,44009,12280,56289
30057,Montana,Madison County,8639,6717,10404,11186,3554,4996,45497,12672,58169
30059,Montana,Meagher County,8639,6717,9048,11186,3554,4996,44141,12315,56456
30061,Montana,Mineral County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30063,Montana,Missoula County,8639,6717,11016,11186,3554,4996,46109,12834,58943
30063,Montana,"Missoula, MT",8639,6717,11016,11186,3554,4996,46109,12146,58255
30065,Montana,Musselshell County,8639,6717,11736,11186,3554,4996,46829,13023,59852
30067,Montana,Park County,8639,6717,11484,11186,3554,4996,46577,12957,59534
30069,Montana,Petroleum County,8639,6717,10620,11186,3554,4996,45713,12729,58442
30071,Montana,Phillips County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30073,Montana,Pondera County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30075,Montana,Powder River County,8639,6717,8592,11186,3554,4996,43685,12195,55880
30077,Montana,Powell County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30079,Montana,Prairie County,8639,6717,10620,11186,3554,4996,45713,12729,58442
30081,Montana,Ravalli County,8639,6717,10524,11186,3554,4996,45617,12704,58321
30083,Montana,Richland County,8639,6717,11784,11186,3554,4996,46877,13036,59913
30085,Montana,Roosevelt County,8639,6717,9432,11186,3554,4996,44525,12416,56941
30087,Montana,Rosebud County,8639,6717,8568,11186,3554,4996,43661,12189,55850
30089,Montana,Sanders County,8639,6717,9000,11186,3554,4996,44093,12302,56396
30091,Montana,Sheridan County,8639,6717,9792,11186,3554,4996,44885,12511,57396
30093,Montana,Silver Bow County,8639,6717,10188,11186,3554,4996,45281,12615,57896
30095,Montana,Stillwater County,8639,6717,9528,11186,3554,4996,44621,12442,57063
30097,Montana,Sweet Grass County,8639,6717,10524,11186,3554,4996,45617,12704,58321
30099,Montana,Teton County,8639,6717,9516,11186,3554,4996,44609,12438,57047
30101,Montana,Toole County,8639,6717,8712,11186,3554,4996,43805,12227,56032
30103,Montana,Treasure County,8639,6717,9672,11186,3554,4996,44765,12479,57245
30105,Montana,Valley County,8639,6717,9636,11186,3554,4996,44729,12470,57199
30107,Montana,Wheatland County,8639,6717,8832,11186,3554,4996,43925,12258,56183
30109,Montana,Wibaux County,8639,6717,10620,11186,3554,4996,45713,12729,58442
30111,Montana,Yellowstone County,8639,6717,10668,11186,3554,4996,45761,12742,58503
31001,Nebraska,Adams County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31003,Nebraska,Antelope County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31005,Nebraska,Arthur County,7394,7502,9912,11753,3838,5070,45470,12985,58455
31007,Nebraska,Banner County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31009,Nebraska,Blaine County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31151,Nebraska,Blaine County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31009,Nebraska,Saline County,7394,7502,9732,11753,3838,5070,45290,12938,58228
31151,Nebraska,Saline County,7394,7502,9732,11753,3838,5070,45290,12938,58228
31011,Nebraska,Boone County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31013,Nebraska,Box Butte County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31015,Nebraska,Boyd County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31017,Nebraska,Brown County,7394,7502,8748,11753,3838,5070,44306,12680,56986
31019,Nebraska,Buffalo County,7394,7502,9372,11753,3838,5070,44930,12843,57773
31021,Nebraska,Burt County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31023,Nebraska,Butler County,7394,7502,8472,11753,3838,5070,44030,12607,56637
31025,Nebraska,Cass County,7394,7502,11352,11753,3838,5070,46910,13363,60273
31027,Nebraska,Cedar County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31029,Nebraska,Chase County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31031,Nebraska,Cherry County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31033,Nebraska,Cheyenne County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31035,Nebraska,Clay County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31037,Nebraska,Colfax County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31039,Nebraska,Cuming County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31041,Nebraska,Custer County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31043,Nebraska,Dakota County,7394,7502,9636,11753,3838,5070,45194,12913,58107
31045,Nebraska,Dawes County,7394,7502,8520,11753,3838,5070,44078,12620,56698
31047,Nebraska,Dawson County,7394,7502,8412,11753,3838,5070,43970,12591,56561
31049,Nebraska,Deuel County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31051,Nebraska,Dixon County,7394,7502,9636,11753,3838,5070,45194,12913,58107
31053,Nebraska,Dodge County,7394,7502,9456,11753,3838,5070,45014,12865,57879
31055,Nebraska,Douglas County,7394,7502,11352,11753,3838,5070,46910,13363,60273
31057,Nebraska,Dundy County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31059,Nebraska,Fillmore County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31061,Nebraska,Franklin County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31063,Nebraska,Frontier County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31065,Nebraska,Furnas County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31067,Nebraska,Gage County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31069,Nebraska,Garden County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31071,Nebraska,Garfield County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31073,Nebraska,Gosper County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31075,Nebraska,Grant County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31077,Nebraska,Greeley County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31079,Nebraska,Hall County,7394,7502,9360,11753,3838,5070,44918,12840,57758
31081,Nebraska,Hamilton County,7394,7502,8484,11753,3838,5070,44042,12610,56652
31083,Nebraska,Harlan County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31085,Nebraska,Hayes County,7394,7502,9204,11753,3838,5070,44762,12799,57561
31085,Nebraska,Thayer County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31169,Nebraska,Thayer County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31087,Nebraska,Hitchcock County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31089,Nebraska,Holt County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31091,Nebraska,Hooker County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31093,Nebraska,Howard County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31159,Nebraska,Howard County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31093,Nebraska,Seward County,7394,7502,8724,11753,3838,5070,44282,12673,56955
31159,Nebraska,Seward County,7394,7502,8724,11753,3838,5070,44282,12673,56955
31095,Nebraska,Jefferson County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31097,Nebraska,Johnson County,7394,7502,8376,11753,3838,5070,43934,12582,56516
31099,Nebraska,Kearney County,7394,7502,8952,11753,3838,5070,44510,12733,57243
31101,Nebraska,Keith County,7394,7502,8376,11753,3838,5070,43934,12582,56516
